site.id,plot.id,lat_dec,long_dec,stand.age,carbon_stock,accumulation_rate,AMT,AMP,soil.classification
16,9114,17.27,-91.66,3.0,11.8200945357,3.9400315118999996,26.0,2750.0,Unknown
16,9115,17.27,-91.66,30.0,90.2466646,3.0082221533333335,26.0,2750.0,Unknown
16,9116,17.27,-91.66,4.0,30.724683795500003,7.681170948875001,26.0,2750.0,Unknown
16,9117,17.27,-91.66,5.0,4.73672204,0.947344408,26.0,2750.0,Unknown
16,9119,17.27,-91.66,8.0,4.9384736525,0.6173092065625,26.0,2750.0,Unknown
16,9120,17.27,-91.66,8.0,4.214469813499999,0.5268087266874999,26.0,2750.0,Unknown
16,9121,17.27,-91.66,9.0,38.560499012399994,4.284499890266666,26.0,2750.0,Unknown
18,99,19.441667,-105.0,3.0,0.98198458159,0.32732819386333334,24.6,788.0,Unknown
18,100,19.441667,-105.0,4.0,0.94153874381,0.2353846859525,24.6,788.0,Unknown
18,101,19.441667,-105.0,6.0,0.26345273262999996,0.04390878877166666,24.6,788.0,Unknown
18,102,19.441667,-105.0,7.0,1.1664947930499998,0.1666421132928571,24.6,788.0,Unknown
18,103,19.441667,-105.0,8.0,1.69352563598,0.2116907044975,24.6,788.0,Unknown
18,104,19.441667,-105.0,13.0,10.531021145899999,0.8100785496846152,24.6,788.0,Unknown
18,105,19.441667,-105.0,15.0,17.3334818138,1.1555654542533333,24.6,788.0,Unknown
18,1775,19.441667,-105.0,3.0,0.0,0.0,24.6,788.0,Unknown
18,1776,19.441667,-105.0,15.0,18.4287072709,1.2285804847266666,24.6,788.0,Unknown
19,115,-11.441111,-69.158333,25.0,70.971986079,2.83887944316,26.0,1800.0,Unknown
19,113,-11.441111,-69.158333,18.0,70.64772245699999,3.9248734698333325,26.0,1800.0,Unknown
19,109,-11.441111,-69.158333,5.0,19.800290279299997,3.9600580558599994,26.0,1800.0,Unknown
19,111,-11.441111,-69.158333,10.0,53.967283478,5.3967283478,26.0,1800.0,Unknown
19,112,-11.441111,-69.158333,14.0,56.933314875,4.066665348214285,26.0,1800.0,Unknown
19,114,-11.441111,-69.158333,21.0,84.88370718099999,4.042081294333333,26.0,1800.0,Unknown
19,110,-11.441111,-69.158333,7.0,73.581245787,10.511606541,26.0,1800.0,Unknown
19,108,-11.441111,-69.158333,4.0,7.268705259799999,1.8171763149499998,26.0,1800.0,Unknown
36,2102,10.35,-85.35,7.0,25.7653803352,3.6807686193142857,25.0,1492.0,Ustropepts
36,2103,10.35,-85.35,7.0,16.1184555798,2.3026365114,25.0,1492.0,Ustropepts
36,2104,10.35,-85.35,8.0,47.751423263,5.968927907875,25.0,1492.0,Ustropepts
36,2105,10.35,-85.35,10.0,24.839317738699997,2.4839317738699997,25.0,1492.0,Ustropepts
36,2106,10.35,-85.35,12.0,37.6920300984,3.1410025081999997,25.0,1492.0,Ustropepts
36,2107,10.35,-85.35,13.0,38.097565908899995,2.930581992992307,25.0,1492.0,Ustropepts
36,2108,10.35,-85.35,15.0,28.7510257346,1.9167350489733332,25.0,1492.0,Ustropepts
36,2109,10.35,-85.35,15.0,61.200647726999996,4.0800431818,25.0,1492.0,Ustropepts
36,2110,10.35,-85.35,17.0,118.315885408,6.959757965176471,25.0,1492.0,Ustropepts
36,2111,10.35,-85.35,21.0,53.46530599399999,2.5459669520952377,25.0,1492.0,Ustropepts
36,2112,10.35,-85.35,21.0,85.33402264099999,4.0635248876666665,25.0,1492.0,Ustropepts
