mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learn__max_depth,param_learn__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
0.5123864809672037,0.049313426490735064,0.03802267710367838,0.0031888567240084984,10,100,"{'learn__max_depth': 10, 'learn__n_estimators': 100}",-5.7574702576590235,-1.7005684248746167,-3.1469062950189,-3.53498165918418,1.678802149632565,1,-2.1877070909711454,-4.008073733434749,-3.6374212895532554,-3.277734037986383,0.7854785664181003
0.5723408857981364,0.07223253512275522,0.03374608357747396,0.0017575453773952714,,100,"{'learn__max_depth': None, 'learn__n_estimators': 100}",-6.057054248247792,-1.767808592359586,-3.285338367031645,-3.703400402546341,1.7758545310719156,2,-1.884914969750005,-3.900304819255145,-3.613371480927334,-3.132863756644161,0.8901740714391887
